smiles_clean,valid,comment,n_reos_warnings,inchi,label_raw,id,split
CN(Cc1ccco1)c1ncncc1-c1ccc2c(c1)OCO2,True,(),0,"InChI=1S/C17H15N3O3/c1-20(9-13-3-2-6-21-13)17-14(8-18-10-19-17)12-4-5-15-16(7-12)23-11-22-15/h2-8,10H,9,11H2,1H3",1,462,train
COc1cccc(-c2cncnc2NCCc2c[nH]cn2)c1,True,(),0,"InChI=1S/C16H17N5O/c1-22-14-4-2-3-12(7-14)15-9-18-11-21-16(15)19-6-5-13-8-17-10-20-13/h2-4,7-11H,5-6H2,1H3,(H,17,20)(H,18,19,21)",1,463,train
COc1ccc(-n2c(=O)c(-c3cc(F)cc(F)c3)nc3cnc(N(C)C)nc32)cc1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H17F2N5O2/c1-27(2)21-24-11-17-19(26-21)28(15-4-6-16(30-3)7-5-15)20(29)18(25-17)12-8-13(22)10-14(23)9-12/h4-11H,1-3H3",0,464,train
CNc1ncncc1-c1ccccc1C(F)(F)F,True,(),0,"InChI=1S/C12H10F3N3/c1-16-11-9(6-17-7-18-11)8-4-2-3-5-10(8)12(13,14)15/h2-7H,1H3,(H,16,17,18)",0,465,train
COc1cccc(-c2cncnc2NCc2cnc(C)cn2)c1,True,(),0,"InChI=1S/C17H17N5O/c1-12-7-20-14(8-19-12)9-21-17-16(10-18-11-22-17)13-4-3-5-15(6-13)23-2/h3-8,10-11H,9H2,1-2H3,(H,18,21,22)",1,466,train
O=C(c1cnccn1)N1CCC2(CCCN(c3ncccn3)C2)CC1,True,(),0,"InChI=1S/C18H22N6O/c25-16(15-13-19-8-9-20-15)23-11-4-18(5-12-23)3-1-10-24(14-18)17-21-6-2-7-22-17/h2,6-9,13H,1,3-5,10-12,14H2",0,467,train
COc1ccc(NC(=O)N2CCCC3(CCN(C(=O)Oc4ccccc4)CC3)C2)cc1,True,(),0,"InChI=1S/C24H29N3O4/c1-30-20-10-8-19(9-11-20)25-22(28)27-15-5-12-24(18-27)13-16-26(17-14-24)23(29)31-21-6-3-2-4-7-21/h2-4,6-11H,5,12-18H2,1H3,(H,25,28)",1,468,train
CN(C)Cc1ccccc1-c1nc(N2CCOCC2)c2ccccc2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H24N4O/c1-24(2)15-16-7-3-4-8-17(16)20-22-19-10-6-5-9-18(19)21(23-20)25-11-13-26-14-12-25/h3-10H,11-15H2,1-2H3",1,469,train
COc1ccccc1CNc1ccnc(-c2ccccc2OC)n1,True,(),0,"InChI=1S/C19H19N3O2/c1-23-16-9-5-3-7-14(16)13-21-18-11-12-20-19(22-18)15-8-4-6-10-17(15)24-2/h3-12H,13H2,1-2H3,(H,20,21,22)",1,470,train
CC(=O)N1CCC[C@@]2(CCN(C(=O)Nc3ccccc3)C2)C1,True,"((2, 'molecule has a stereo bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C17H23N3O2/c1-14(21)19-10-5-8-17(12-19)9-11-20(13-17)16(22)18-15-6-3-2-4-7-15/h2-4,6-7H,5,8-13H2,1H3,(H,18,22)/t17-/m1/s1",0,471,train
N#CCCn1c(=O)c(-c2cccs2)nc2cnc(Oc3cccc(Cl)c3)nc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H12ClN5O2S/c20-12-4-1-5-13(10-12)27-19-22-11-14-17(24-19)25(8-3-7-21)18(26)16(23-14)15-6-2-9-28-15/h1-2,4-6,9-11H,3,8H2",1,472,train
Cc1cnc(CNc2cc(-c3ccc(N(C)C)cc3)ncn2)cn1,True,(),0,"InChI=1S/C18H20N6/c1-13-9-20-15(10-19-13)11-21-18-8-17(22-12-23-18)14-4-6-16(7-5-14)24(2)3/h4-10,12H,11H2,1-3H3,(H,21,22,23)",1,473,train
CCNc1ncc2nc(C)c(=O)n(Cc3ccc(F)cc3)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C16H16FN5O/c1-3-18-16-19-8-13-14(21-16)22(15(23)10(2)20-13)9-11-4-6-12(17)7-5-11/h4-8H,3,9H2,1-2H3,(H,18,19,21)",1,474,train
COc1ccc(Oc2ncc3nc(C)c(=O)n(-c4ccccc4)c3n2)cc1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C20H16N4O3/c1-13-19(25)24(14-6-4-3-5-7-14)18-17(22-13)12-21-20(23-18)27-16-10-8-15(26-2)9-11-16/h3-12H,1-2H3",1,475,train
COc1ncc2nc(-c3ccc(F)cc3)c(=O)n(-c3ccccc3)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H13FN4O2/c1-26-19-21-11-15-17(23-19)24(14-5-3-2-4-6-14)18(25)16(22-15)12-7-9-13(20)10-8-12/h2-11H,1H3",1,476,train
CN(Cc1ccco1)c1cc(-c2ccc3c(c2)OCO3)ncn1,True,(),0,"InChI=1S/C17H15N3O3/c1-20(9-13-3-2-6-21-13)17-8-14(18-10-19-17)12-4-5-15-16(7-12)23-11-22-15/h2-8,10H,9,11H2,1H3",1,477,train
COc1ccc(CNc2ncncc2-c2ccc(N(C)C)cc2)c(OC)c1,True,(),0,"InChI=1S/C21H24N4O2/c1-25(2)17-8-5-15(6-9-17)19-13-22-14-24-21(19)23-12-16-7-10-18(26-3)11-20(16)27-4/h5-11,13-14H,12H2,1-4H3,(H,22,23,24)",1,478,train
CC(=O)NCCNc1ncncc1-c1ccccc1CN(C)C,True,Aliphatic long chain,1,"InChI=1S/C17H23N5O/c1-13(23)19-8-9-20-17-16(10-18-12-21-17)15-7-5-4-6-14(15)11-22(2)3/h4-7,10,12H,8-9,11H2,1-3H3,(H,19,23)(H,18,20,21)",1,479,train
O=c1c(-c2cccc(Cl)c2)nc2cncnc2n1Cc1ccccc1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H13ClN4O/c20-15-8-4-7-14(9-15)17-19(25)24(11-13-5-2-1-3-6-13)18-16(23-17)10-21-12-22-18/h1-10,12H,11H2",1,480,train
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(-c3ccccc3)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C22H21N5O/c1-26(2)22-23-15-19-20(25-22)27(17-11-7-4-8-12-17)21(28)18(24-19)14-13-16-9-5-3-6-10-16/h3-12,15H,13-14H2,1-2H3",1,481,train
Cc1noc(C)c1-c1cncnc1N1CCN(C)CC1,True,(),0,"InChI=1S/C14H19N5O/c1-10-13(11(2)20-17-10)12-8-15-9-16-14(12)19-6-4-18(3)5-7-19/h8-9H,4-7H2,1-3H3",0,482,train
COc1ccc(-n2c(=O)c(-c3cccc(F)c3)nc3cncnc32)cc1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H13FN4O2/c1-26-15-7-5-14(6-8-15)24-18-16(10-21-11-22-18)23-17(19(24)25)12-3-2-4-13(20)9-12/h2-11H,1H3",1,483,train
COc1ccc2[nH]cc(CCNc3cc(-c4ccccc4OC)ncn3)c2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C22H22N4O2/c1-27-16-7-8-19-18(11-16)15(13-24-19)9-10-23-22-12-20(25-14-26-22)17-5-3-4-6-21(17)28-2/h3-8,11-14,24H,9-10H2,1-2H3,(H,23,25,26)",1,484,train
CN(C)c1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(Cc3cccs3)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H16ClN5OS/c1-24(2)19-21-10-15-17(23-19)25(11-14-4-3-9-27-14)18(26)16(22-15)12-5-7-13(20)8-6-12/h3-10H,11H2,1-2H3",1,485,train
O=C(c1cccc(F)c1)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1,True,(),0,"InChI=1S/C28H29FN2O/c29-25-9-4-8-24(20-25)27(32)30-18-15-28(16-19-30)14-5-17-31(21-28)26-12-10-23(11-13-26)22-6-2-1-3-7-22/h1-4,6-13,20H,5,14-19,21H2",1,486,train
COC(=O)N1CCC[C@@]2(CCN(C(=O)Nc3ccc(OC)cc3)C2)C1,True,"((2, 'molecule has a stereo bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C18H25N3O4/c1-24-15-6-4-14(5-7-15)19-16(22)20-11-9-18(12-20)8-3-10-21(13-18)17(23)25-2/h4-7H,3,8-13H2,1-2H3,(H,19,22)/t18-/m0/s1",0,487,train
COC(=O)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1,True,(),0,"InChI=1S/C23H28N2O2/c1-27-22(26)24-16-13-23(14-17-24)12-5-15-25(18-23)21-10-8-20(9-11-21)19-6-3-2-4-7-19/h2-4,6-11H,5,12-18H2,1H3",1,488,train
O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(Cc3ccncc3)C2)C1,True,"((2, 'molecule has a stereo bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C21H24FN3O/c22-19-4-1-3-18(13-19)20(26)25-11-2-7-21(16-25)8-12-24(15-21)14-17-5-9-23-10-6-17/h1,3-6,9-10,13H,2,7-8,11-12,14-16H2/t21-/m0/s1",0,489,train
Cc1cccc(CNc2ncnc3ccc(-c4cccc(NS(C)(=O)=O)c4)cc23)c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C23H22N4O2S/c1-16-5-3-6-17(11-16)14-24-23-21-13-19(9-10-22(21)25-15-26-23)18-7-4-8-20(12-18)27-30(2,28)29/h3-13,15,27H,14H2,1-2H3,(H,24,25,26)",1,490,train
COC(=O)N1CCC2(CC1)CN(c1ccccn1)C2,True,(),0,"InChI=1S/C14H19N3O2/c1-19-13(18)16-8-5-14(6-9-16)10-17(11-14)12-4-2-3-7-15-12/h2-4,7H,5-6,8-11H2,1H3",0,491,train
CN(Cc1ccco1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H17N3O3/c1-24(11-16-3-2-8-25-16)21-17-9-14(4-6-18(17)22-12-23-21)15-5-7-19-20(10-15)27-13-26-19/h2-10,12H,11,13H2,1H3",1,492,train
CN(C)c1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(CCC#N)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C17H15ClN6O/c1-23(2)17-20-10-13-15(22-17)24(9-3-8-19)16(25)14(21-13)11-4-6-12(18)7-5-11/h4-7,10H,3,9H2,1-2H3",1,493,train
COc1ccc(CNc2ccnc(-c3ccccc3OC)n2)c(OC)c1,True,(),0,"InChI=1S/C20H21N3O3/c1-24-15-9-8-14(18(12-15)26-3)13-22-19-10-11-21-20(23-19)16-6-4-5-7-17(16)25-2/h4-12H,13H2,1-3H3,(H,21,22,23)",1,494,train
Cc1cccc(CNc2ccnc(-c3ccccc3Cl)n2)c1,True,(),0,"InChI=1S/C18H16ClN3/c1-13-5-4-6-14(11-13)12-21-17-9-10-20-18(22-17)15-7-2-3-8-16(15)19/h2-11H,12H2,1H3,(H,20,21,22)",1,495,train
COc1ccc(C(=O)N2CCC3(CC2)CN(c2ccccc2)C3)cc1,True,(),0,"InChI=1S/C21H24N2O2/c1-25-19-9-7-17(8-10-19)20(24)22-13-11-21(12-14-22)15-23(16-21)18-5-3-2-4-6-18/h2-10H,11-16H2,1H3",0,496,train
O=c1cnc2cnc(Oc3ccccc3)nc2n1C[C@H]1CCCO1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C17H16N4O3/c22-15-10-18-14-9-19-17(24-12-5-2-1-3-6-12)20-16(14)21(15)11-13-7-4-8-23-13/h1-3,5-6,9-10,13H,4,7-8,11H2/t13-/m1/s1",1,497,train
CCNc1ncc2nc(C)c(=O)n(C[C@H]3CCCO3)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C14H19N5O2/c1-3-15-14-16-7-11-12(18-14)19(13(20)9(2)17-11)8-10-5-4-6-21-10/h7,10H,3-6,8H2,1-2H3,(H,15,16,18)/t10-/m1/s1",1,498,train
CN(C)Cc1ccccc1-c1nc(NCc2cccs2)c2ccccc2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C22H22N4S/c1-26(2)15-16-8-3-4-10-18(16)22-24-20-12-6-5-11-19(20)21(25-22)23-14-17-9-7-13-27-17/h3-13H,14-15H2,1-2H3,(H,23,24,25)",1,499,train
O=C(c1ccncc1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,True,"((2, 'molecule has a stereo bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C27H29N3O/c31-26(24-12-16-28-17-13-24)30-18-7-14-27(21-30)15-19-29(20-27)25(22-8-3-1-4-9-22)23-10-5-2-6-11-23/h1-6,8-13,16-17,25H,7,14-15,18-21H2/t27-/m0/s1",1,500,train
FC(F)(F)c1ccccc1-c1nccc(NCCN2CCOCC2)n1,True,(),0,"InChI=1S/C17H19F3N4O/c18-17(19,20)14-4-2-1-3-13(14)16-22-6-5-15(23-16)21-7-8-24-9-11-25-12-10-24/h1-6H,7-12H2,(H,21,22,23)",1,501,train
CN(C)Cc1ccccc1-c1ccc2ncnc(N3CCOCC3)c2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H24N4O/c1-24(2)14-17-5-3-4-6-18(17)16-7-8-20-19(13-16)21(23-15-22-20)25-9-11-26-12-10-25/h3-8,13,15H,9-12,14H2,1-2H3",1,502,train
Cc1cccc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,True,(),0,"InChI=1S/C19H17N3O2/c1-13-3-2-4-14(7-13)9-21-19-16(10-20-11-22-19)15-5-6-17-18(8-15)24-12-23-17/h2-8,10-11H,9,12H2,1H3,(H,20,21,22)",1,503,train
O=C(c1ccncc1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,True,"((2, 'molecule has a stereo bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C18H21N5O/c24-16(15-3-9-19-10-4-15)22-11-1-5-18(13-22)6-12-23(14-18)17-20-7-2-8-21-17/h2-4,7-10H,1,5-6,11-14H2/t18-/m1/s1",0,504,train
COC(=O)N1CCC2(CCN(C(=O)Nc3ccccc3)CC2)CC1,True,(),0,"InChI=1S/C18H25N3O3/c1-24-17(23)21-13-9-18(10-14-21)7-11-20(12-8-18)16(22)19-15-5-3-2-4-6-15/h2-6H,7-14H2,1H3,(H,19,22)",0,505,train
Cc1nc2cnc(OCc3ccccc3)nc2n(CCC#N)c1=O,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C17H15N5O2/c1-12-16(23)22(9-5-8-18)15-14(20-12)10-19-17(21-15)24-11-13-6-3-2-4-7-13/h2-4,6-7,10H,5,9,11H2,1H3",1,506,train
COCC(=O)N1CCC2(CC1)CN(c1ccncc1)C2,True,(),0,"InChI=1S/C15H21N3O2/c1-20-10-14(19)17-8-4-15(5-9-17)11-18(12-15)13-2-6-16-7-3-13/h2-3,6-7H,4-5,8-12H2,1H3",0,507,train
FC(F)(F)c1ccccc1-c1nc(-n2ccnc2)c2ccccc2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C18H11F3N4/c19-18(20,21)14-7-3-1-5-12(14)16-23-15-8-4-2-6-13(15)17(24-16)25-10-9-22-11-25/h1-11H",1,508,train
FC(F)(F)c1ccccc1-c1nccc(NCc2cccs2)n1,True,(),0,"InChI=1S/C16H12F3N3S/c17-16(18,19)13-6-2-1-5-12(13)15-20-8-7-14(22-15)21-10-11-4-3-9-23-11/h1-9H,10H2,(H,20,21,22)",1,509,train
CS(=O)(=O)Nc1cccc(-c2cncnc2Nc2ccc(F)cc2)c1,True,(),0,"InChI=1S/C17H15FN4O2S/c1-25(23,24)22-15-4-2-3-12(9-15)16-10-19-11-20-17(16)21-14-7-5-13(18)6-8-14/h2-11,22H,1H3,(H,19,20,21)",1,510,train
CN(Cc1ccco1)c1ncnc2ccc(-c3ccccc3C#N)cc12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H16N4O/c1-25(13-17-6-4-10-26-17)21-19-11-15(8-9-20(19)23-14-24-21)18-7-3-2-5-16(18)12-22/h2-11,14H,13H2,1H3",1,511,train
Cc1cnc(CNc2ncncc2-c2ccccc2C)cn1,True,(),0,"InChI=1S/C17H17N5/c1-12-5-3-4-6-15(12)16-10-18-11-22-17(16)21-9-14-8-19-13(2)7-20-14/h3-8,10-11H,9H2,1-2H3,(H,18,21,22)",1,512,train
COc1ccccc1-c1cncnc1NCc1ccccc1,True,(),0,"InChI=1S/C18H17N3O/c1-22-17-10-6-5-9-15(17)16-12-19-13-21-18(16)20-11-14-7-3-2-4-8-14/h2-10,12-13H,11H2,1H3,(H,19,20,21)",1,513,train
O=C(c1cnccn1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,True,(),0,"InChI=1S/C26H28N4O/c31-25(24-20-27-13-14-28-24)30-17-11-26(12-18-30)9-15-29(16-10-26)23-8-4-7-22(19-23)21-5-2-1-3-6-21/h1-8,13-14,19-20H,9-12,15-18H2",1,514,train
COc1ncc2nc(-c3cccs3)c(=O)n(C)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C12H10N4O2S/c1-16-10-7(6-13-12(15-10)18-2)14-9(11(16)17)8-4-3-5-19-8/h3-6H,1-2H3",1,515,train
COc1cccc(Nc2ncc3nc(-c4ccccc4)c(=O)n(C4CC4)c3n2)c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C22H19N5O2/c1-29-17-9-5-8-15(12-17)24-22-23-13-18-20(26-22)27(16-10-11-16)21(28)19(25-18)14-6-3-2-4-7-14/h2-9,12-13,16H,10-11H2,1H3,(H,23,24,26)",1,516,train
Cc1nc2cnc(Oc3cccc(Cl)c3)nc2n(C[C@H]2CCCO2)c1=O,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C18H17ClN4O3/c1-11-17(24)23(10-14-6-3-7-25-14)16-15(21-11)9-20-18(22-16)26-13-5-2-4-12(19)8-13/h2,4-5,8-9,14H,3,6-7,10H2,1H3/t14-/m1/s1",1,517,train
CC(=O)N1CCC2(CCCN(C(=O)Nc3cccc(C#N)c3)C2)CC1,True,(),0,"InChI=1S/C19H24N4O2/c1-15(24)22-10-7-19(8-11-22)6-3-9-23(14-19)18(25)21-17-5-2-4-16(12-17)13-20/h2,4-5,12H,3,6-11,14H2,1H3,(H,21,25)",0,518,train
COCCn1c(=O)c(-c2cccs2)nc2cncnc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C13H12N4O2S/c1-19-5-4-17-12-9(7-14-8-15-12)16-11(13(17)18)10-3-2-6-20-10/h2-3,6-8H,4-5H2,1H3",1,519,train
COc1ccccc1CCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cncnc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H16F2N4O2/c1-29-18-5-3-2-4-13(18)6-7-27-20-17(11-24-12-25-20)26-19(21(27)28)14-8-15(22)10-16(23)9-14/h2-5,8-12H,6-7H2,1H3",1,520,train
CN(Cc1ccco1)c1ccnc(-c2ccccc2C(F)(F)F)n1,True,(),0,"InChI=1S/C17H14F3N3O/c1-23(11-12-5-4-10-24-12)15-8-9-21-16(22-15)13-6-2-3-7-14(13)17(18,19)20/h2-10H,11H2,1H3",1,521,train
COc1ccccc1CNc1ccnc(-c2ccc(C(=O)N(C)C)cc2)n1,True,(),0,"InChI=1S/C21H22N4O2/c1-25(2)21(26)16-10-8-15(9-11-16)20-22-13-12-19(24-20)23-14-17-6-4-5-7-18(17)27-3/h4-13H,14H2,1-3H3,(H,22,23,24)",1,522,train
CNc1nc(-c2ccccc2CN(C)C)nc2ccccc12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C18H20N4/c1-19-17-15-10-6-7-11-16(15)20-18(21-17)14-9-5-4-8-13(14)12-22(2)3/h4-11H,12H2,1-3H3,(H,19,20,21)",1,523,train
O=C(c1ccco1)N1CCC2(CC1)CN(c1ccccn1)C2,True,(),0,"InChI=1S/C17H19N3O2/c21-16(14-4-3-11-22-14)19-9-6-17(7-10-19)12-20(13-17)15-5-1-2-8-18-15/h1-5,8,11H,6-7,9-10,12-13H2",0,524,train
Cc1cnc(CNc2ncnc3ccc(-c4cccc(C#N)c4)cc23)cn1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H16N6/c1-14-10-24-18(11-23-14)12-25-21-19-8-17(5-6-20(19)26-13-27-21)16-4-2-3-15(7-16)9-22/h2-8,10-11,13H,12H2,1H3,(H,25,26,27)",1,525,train
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3cnccn3)CC2)C1,True,(),0,"InChI=1S/C21H24FN5O2/c22-16-3-1-4-17(13-16)25-20(29)27-10-2-5-21(15-27)6-11-26(12-7-21)19(28)18-14-23-8-9-24-18/h1,3-4,8-9,13-14H,2,5-7,10-12,15H2,(H,25,29)",0,526,train
CC(=O)NCCNc1nc(-c2ccc3c(c2)OCO3)nc2ccccc12,True,Aliphatic long chain,1,"InChI=1S/C19H18N4O3/c1-12(24)20-8-9-21-19-14-4-2-3-5-15(14)22-18(23-19)13-6-7-16-17(10-13)26-11-25-16/h2-7,10H,8-9,11H2,1H3,(H,20,24)(H,21,22,23)",1,527,train
O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,True,"((2, 'molecule has a stereo bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C28H29FN2O/c29-25-14-7-13-24(19-25)27(32)31-17-8-15-28(21-31)16-18-30(20-28)26(22-9-3-1-4-10-22)23-11-5-2-6-12-23/h1-7,9-14,19,26H,8,15-18,20-21H2/t28-/m0/s1",0,528,train
COc1cccc(Nc2ncc3ncc(=O)n(C4CC4)c3n2)c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C16H15N5O2/c1-23-12-4-2-3-10(7-12)19-16-18-8-13-15(20-16)21(11-5-6-11)14(22)9-17-13/h2-4,7-9,11H,5-6H2,1H3,(H,18,19,20)",1,529,train
CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(C)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C15H14FN5O/c1-20(2)15-17-8-11-13(19-15)21(3)14(22)12(18-11)9-4-6-10(16)7-5-9/h4-8H,1-3H3",1,530,train
N#CCCn1c(=O)cnc2cnc(Oc3cccc(Cl)c3)nc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C15H10ClN5O2/c16-10-3-1-4-11(7-10)23-15-19-8-12-14(20-15)21(6-2-5-17)13(22)9-18-12/h1,3-4,7-9H,2,6H2",1,531,train
Cn1c(=O)c(-c2cccc(F)c2)nc2cncnc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C13H9FN4O/c1-18-12-10(6-15-7-16-12)17-11(13(18)19)8-3-2-4-9(14)5-8/h2-7H,1H3",1,532,train
COc1cccc(-c2cncnc2NCc2cccs2)c1,True,(),0,"InChI=1S/C16H15N3OS/c1-20-13-5-2-4-12(8-13)15-10-17-11-19-16(15)18-9-14-6-3-7-21-14/h2-8,10-11H,9H2,1H3,(H,17,18,19)",1,533,train
COc1ncc2ncc(=O)n(C[C@H]3CCCO3)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C12H14N4O3/c1-18-12-14-5-9-11(15-12)16(10(17)6-13-9)7-8-3-2-4-19-8/h5-6,8H,2-4,7H2,1H3/t8-/m1/s1",1,534,train
O=C(c1ccncc1)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1,True,(),0,"InChI=1S/C27H29N3O/c31-26(24-11-16-28-17-12-24)29-19-14-27(15-20-29)13-4-18-30(21-27)25-9-7-23(8-10-25)22-5-2-1-3-6-22/h1-3,5-12,16-17H,4,13-15,18-21H2",1,535,train
CS(=O)(=O)N1CCC2(CCCN(C(=O)Nc3cccc(C#N)c3)C2)CC1,True,(),0,"InChI=1S/C18H24N4O3S/c1-26(24,25)22-10-7-18(8-11-22)6-3-9-21(14-18)17(23)20-16-5-2-4-15(12-16)13-19/h2,4-5,12H,3,6-11,14H2,1H3,(H,20,23)",0,536,train
COCCn1c(=O)c(C)nc2cnc(OC)nc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C11H14N4O3/c1-7-10(16)15(4-5-17-2)9-8(13-7)6-12-11(14-9)18-3/h6H,4-5H2,1-3H3",1,537,train
COCCn1c(=O)c(C)nc2cnc(N(C)C)nc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C12H17N5O2/c1-8-11(18)17(5-6-19-4)10-9(14-8)7-13-12(15-10)16(2)3/h7H,5-6H2,1-4H3",1,538,train
COCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(N3CCNCC3)nc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H20F2N6O2/c1-29-7-6-27-17-15(11-23-19(25-17)26-4-2-22-3-5-26)24-16(18(27)28)12-8-13(20)10-14(21)9-12/h8-11,22H,2-7H2,1H3",1,539,train
O=C(Oc1ccccc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,True,(),0,"InChI=1S/C29H32N2O2/c32-28(33-26-15-8-3-9-16-26)30-21-18-29(19-22-30)17-10-20-31(23-29)27(24-11-4-1-5-12-24)25-13-6-2-7-14-25/h1-9,11-16,27H,10,17-23H2",0,540,train
CS(=O)(=O)N1CCC2(CCCN(C(=O)Nc3cccc(F)c3)C2)CC1,True,(),0,"InChI=1S/C17H24FN3O3S/c1-25(23,24)21-10-7-17(8-11-21)6-3-9-20(13-17)16(22)19-15-5-2-4-14(18)12-15/h2,4-5,12H,3,6-11,13H2,1H3,(H,19,22)",0,541,train
COc1cccc(Nc2ncc3ncc(=O)n(CCC#N)c3n2)c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C16H14N6O2/c1-24-12-5-2-4-11(8-12)20-16-19-9-13-15(21-16)22(7-3-6-17)14(23)10-18-13/h2,4-5,8-10H,3,7H2,1H3,(H,19,20,21)",1,542,train
CN(C)c1nc(-c2ccc3c(c2)OCO3)nc2ccccc12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C17H15N3O2/c1-20(2)17-12-5-3-4-6-13(12)18-16(19-17)11-7-8-14-15(9-11)22-10-21-14/h3-9H,10H2,1-2H3",1,543,train
COCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(Oc3ccccc3)nc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H16F2N4O3/c1-29-8-7-27-19-17(12-24-21(26-19)30-16-5-3-2-4-6-16)25-18(20(27)28)13-9-14(22)11-15(23)10-13/h2-6,9-12H,7-8H2,1H3",1,544,train
COc1ccccc1-c1nc(N2CCOCC2)c2ccccc2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H19N3O2/c1-23-17-9-5-3-7-15(17)18-20-16-8-4-2-6-14(16)19(21-18)22-10-12-24-13-11-22/h2-9H,10-13H2,1H3",1,545,train
